Steps,Weight (kg),Sleep Duration (hours),Calories Burned,Water Intake (L),Health Status
9899,79.8,6.4,2735,1.3,Unhealthy
9337,80.5,6.4,2544,2.7,Unhealthy
9743,79.9,5.7,2670,2.5,Unhealthy
9726,80.1,6.5,2255,1.6,Unhealthy
9966,80.1,7.6,2258,2,Unhealthy
10003,80,4.2,2491,2.9,Unhealthy
9398,79.6,5.6,2399,2.4,Unhealthy
10092,79.6,8.8,2378,1.6,Unhealthy
9855,80,7.2,2261,2,Unhealthy
9312,79.9,4.2,2315,1.2,Unhealthy
9344,79.6,7.3,2724,1.9,Unhealthy
9479,80.2,7.9,2286,2.4,Unhealthy
9862,80.1,6.2,2300,2.3,Unhealthy
10137,80.4,8.7,2588,2.3,Unhealthy
9918,79.5,4.5,2610,1.9,Unhealthy
10154,79.7,8.5,2243,1.3,Unhealthy
9465,80.3,6.4,2157,2.1,Unhealthy
10101,80.3,7.7,2251,1.5,Unhealthy
10228,79.7,5.1,2548,1.2,Unhealthy
9630,79.7,6.3,2633,1.2,Unhealthy
9256,80.2,5.4,2547,2.5,Unhealthy
10049,79.9,6.5,2709,2.4,Unhealthy
9645,79.5,7.2,2432,1.2,Unhealthy
9958,80.3,6.6,2291,1.7,Unhealthy
9623,79.8,4.9,2637,1.3,Unhealthy
9502,79.8,5.2,2569,1.9,Unhealthy
9333,80.2,6.3,2636,1.1,Unhealthy
9383,80.2,8.7,2211,1.3,Unhealthy
9504,80.3,6.3,2291,1.1,Unhealthy
9314,79.5,8,2456,1.7,Unhealthy
9871,80.4,8.9,2155,1.4,Unhealthy
9610,79.7,7.1,2596,2.9,Unhealthy
10042,80.2,4.4,2196,2.1,Unhealthy
9844,80.4,5.8,2701,2.5,Unhealthy
10131,80,6.2,2669,1.5,Unhealthy
9986,79.7,6,2377,1.3,Unhealthy
10054,79.7,6.8,2725,1.3,Unhealthy
10007,80,4.1,2215,1,Unhealthy
9930,80.2,6.5,2245,1.6,Unhealthy
9298,80.5,8.6,2146,2.9,Unhealthy
9315,79.8,7.7,2223,2.4,Unhealthy
9916,79.7,4.5,2609,2.5,Unhealthy
9750,80,6.7,2532,2.6,Unhealthy
9305,80.2,7.7,2558,2.8,Unhealthy
9278,80.3,7.7,2519,2.3,Unhealthy
9587,79.7,4.1,2392,2.8,Unhealthy
9961,79.8,8.5,2675,1.1,Unhealthy
10069,80,4.4,2215,2,Unhealthy
10038,80.2,6.5,2178,2.8,Unhealthy
10206,79.6,4.3,2428,1.2,Unhealthy
9920,79.7,7.1,2616,2.1,Unhealthy
9330,80,4.9,2431,2.6,Unhealthy
9931,80.2,7.7,2600,1.5,Unhealthy
9783,79.8,6.1,2685,2.2,Unhealthy
10078,79.6,5.9,2463,1.1,Unhealthy
9230,79.9,7.9,2553,1.3,Unhealthy
9383,79.7,5.1,2513,1.5,Unhealthy
9689,79.6,7,2581,2.1,Unhealthy
9769,79.8,9,2672,2.2,Unhealthy
9280,80.3,6.4,2557,1.6,Unhealthy
9564,79.6,6.3,2623,2.2,Unhealthy
9889,79.6,6.8,2676,1.1,Unhealthy
9376,80.1,6.4,2508,2.6,Unhealthy
9401,79.7,4.3,2186,2.7,Unhealthy
9281,80,4.1,2613,1.1,Unhealthy
9896,80,5.8,2627,2.2,Unhealthy
9716,80.3,6.4,2618,3,Unhealthy
9892,79.7,4.5,2688,1.6,Unhealthy
9412,80,4.8,2274,1.6,Unhealthy
9232,80.4,5.3,2491,2.3,Unhealthy
9276,79.7,4.6,2299,1.2,Unhealthy
9495,79.8,5.3,2559,2,Unhealthy
9526,80.3,8.8,2726,2.3,Unhealthy
9668,80.2,4.5,2368,2.3,Unhealthy
9891,80.3,8.3,2559,2.9,Unhealthy
10206,80.1,6.1,2475,2.5,Unhealthy
9357,80.5,4.9,2495,1.8,Unhealthy
9689,79.9,4.3,2628,1.3,Unhealthy
9496,79.9,7.1,2227,2.9,Unhealthy
10198,80.5,6.8,2419,1.6,Unhealthy
9789,80,4.8,2446,2.8,Unhealthy
9472,80.1,8.2,2673,1.6,Unhealthy
9603,79.6,6.5,2368,2.4,Unhealthy
10011,79.6,5.8,2698,2.1,Unhealthy
9231,80.1,7.5,2312,1.4,Unhealthy
9832,80.1,6.1,2560,2.1,Unhealthy
9491,80.4,6,2173,1.8,Unhealthy
9887,80.2,4.6,2167,2.3,Unhealthy
9831,80.4,9,2323,1.2,Unhealthy
9537,80.3,7.5,2571,2.4,Unhealthy
10018,80.5,8.7,2722,2.7,Unhealthy
9978,80.3,4.8,2368,2.1,Unhealthy
10072,79.8,7,2174,2.7,Unhealthy
10091,80.5,6.4,2520,1.2,Unhealthy
9888,80.4,6.6,2650,1.9,Unhealthy
9299,79.8,5.6,2531,1.1,Unhealthy
10031,79.6,7.7,2138,1.3,Unhealthy
9221,80.1,8.9,2188,2.2,Unhealthy
9686,80.1,6.9,2215,2.8,Unhealthy
9741,79.7,8.6,2357,1.2,Unhealthy
9352,80,4.1,2722,1.3,Unhealthy
9576,80.4,6.6,2662,2,Unhealthy
10043,79.9,5.8,2142,2.4,Unhealthy
9895,80.5,6.1,2602,1.7,Unhealthy
9733,79.5,7.2,2139,2.1,Unhealthy
10131,80,5.7,2649,2.1,Unhealthy
9501,79.5,7.6,2695,1.7,Unhealthy
9861,80.1,4.3,2405,1.5,Unhealthy
9995,80.1,4.3,2156,2.4,Unhealthy
9517,80.3,8.1,2402,2.8,Unhealthy
9957,80.3,8.2,2706,1.9,Unhealthy
9418,80.4,5.7,2183,1.3,Unhealthy
9317,79.6,8.8,2486,2.9,Unhealthy
10108,79.9,4.3,2271,1.5,Unhealthy
9492,80,8.3,2517,1,Unhealthy
9624,80.2,6.7,2596,1.3,Unhealthy
9864,80,5,2297,1.3,Unhealthy
9468,79.6,4.7,2668,2.5,Unhealthy
10096,80.5,4.3,2380,1.3,Unhealthy
9751,79.5,7.8,2514,2.7,Unhealthy
9954,79.6,6.5,2606,1.6,Unhealthy
9664,79.7,4.5,2391,1,Unhealthy
9744,80.1,8.1,2617,1.8,Unhealthy
9371,80.4,5,2677,2.7,Unhealthy
9365,79.9,5.9,2620,1.4,Unhealthy
9661,80.1,4.4,2503,1.4,Unhealthy
9362,80.4,6.2,2197,1,Unhealthy
9763,79.7,7,2400,2,Unhealthy
9780,79.7,4.3,2266,2.1,Unhealthy
9648,79.8,6.6,2367,1.9,Unhealthy
9790,80.3,8.1,2188,1.2,Unhealthy
9579,79.8,6.8,2262,2.4,Unhealthy
9796,80.2,6.2,2592,2,Unhealthy
9932,79.5,5.2,2679,2.4,Unhealthy
9241,79.5,6.1,2574,2.8,Unhealthy
10064,79.9,4.6,2462,3,Unhealthy
9298,80,6.8,2670,2.3,Unhealthy
9587,79.5,4.3,2133,2.4,Unhealthy
10183,79.5,6.8,2309,2.8,Unhealthy
9555,80.1,7.1,2379,2,Unhealthy
9584,80.2,5,2525,1.8,Unhealthy
9250,80,6.7,2437,1.1,Unhealthy
9290,80.2,8,2376,2.7,Unhealthy
10069,79.6,6.3,2398,2.3,Unhealthy
9323,79.5,5.4,2390,1.4,Unhealthy
9853,80.3,7.8,2399,1.9,Unhealthy
9356,80.4,7.3,2154,1.7,Unhealthy
10063,80.3,6.4,2482,2.9,Unhealthy
9936,79.6,7.9,2162,1.4,Unhealthy
10047,79.5,7.4,2473,2.6,Unhealthy
9720,80.5,7.9,2481,2.8,Unhealthy
9214,79.5,6.8,2515,1.9,Unhealthy
9833,80.1,5.2,2601,1.1,Unhealthy
9968,80,5.5,2697,1.1,Unhealthy
9179,79.6,5,2564,1.9,Unhealthy
9475,80.5,6.6,2537,2.9,Unhealthy
10027,80.4,7.1,2510,1.7,Unhealthy
9622,80.1,4.2,2543,1.6,Unhealthy
9838,79.8,5.7,2432,2.3,Unhealthy
10064,80.2,5.1,2385,2.3,Unhealthy
9827,80.1,4.5,2711,2.2,Unhealthy
9566,79.8,6,2336,1.5,Unhealthy
9993,80.1,4.9,2402,2.4,Unhealthy
9425,80.1,4.7,2210,2.2,Unhealthy
10145,80.1,6.2,2371,1.3,Unhealthy
10153,80.2,5.5,2656,2.9,Unhealthy
9502,80.1,5.4,2334,1.5,Unhealthy
9640,80.3,7.4,2574,2.2,Unhealthy
9243,79.8,4.1,2413,2.4,Unhealthy
10037,79.8,6.5,2281,1.1,Unhealthy
9332,80,5.3,2520,2.4,Unhealthy
9415,80.3,8.9,2559,1.7,Unhealthy
10119,80.3,5.6,2635,2.5,Unhealthy
9369,80.3,5,2385,1.2,Unhealthy
9783,79.7,6.7,2372,2.4,Unhealthy
10017,80,5.1,2649,2.4,Unhealthy
9977,79.9,7.3,2574,2.5,Unhealthy
9602,80.1,8.5,2349,1.2,Unhealthy
9504,80,6.7,2555,2.5,Unhealthy
10060,79.8,6.7,2373,2.4,Unhealthy
9952,80.3,6.6,2309,2,Unhealthy
9205,79.9,8.8,2304,2.5,Unhealthy
9811,79.7,4.7,2689,1.2,Unhealthy
9242,79.7,8.5,2424,1.5,Unhealthy
9307,80.3,5.3,2676,3,Unhealthy
9640,80.1,8.9,2569,1.7,Unhealthy
9885,80.4,5.3,2561,2.7,Unhealthy
9515,79.8,5.6,2475,2.5,Unhealthy
9744,80.4,7,2196,2.9,Unhealthy
9423,79.6,4.2,2590,1,Unhealthy
9263,79.8,4.7,2239,2.5,Unhealthy
9183,79.7,4.3,2188,1.6,Unhealthy
9402,79.8,6.6,2567,1.9,Unhealthy
9175,80.3,6.1,2404,2.2,Unhealthy
9657,80.3,4.1,2516,1.5,Unhealthy
9671,79.6,7.5,2182,2.4,Unhealthy
9599,80.5,4.1,2509,3,Unhealthy
9431,79.9,6.7,2542,1.9,Unhealthy
10016,80.3,6.4,2604,1.5,Unhealthy
9872,80.4,8.4,2172,1.3,Unhealthy
9329,79.9,5.9,2344,3,Unhealthy
9642,80.1,5.2,2713,2.1,Unhealthy
9559,79.8,5.9,2123,1.2,Unhealthy
9342,80.3,4.3,2519,1.7,Unhealthy
9875,79.9,8.5,2299,2.5,Unhealthy
9808,80,5.3,2608,2.5,Unhealthy
10051,80.5,4,2430,2.1,Unhealthy
9842,80.3,5.6,2226,2.6,Unhealthy
9603,79.8,4.6,2415,2.6,Unhealthy
9495,79.5,5.9,2528,1.6,Unhealthy
9464,79.9,6.3,2497,2.6,Unhealthy
9640,79.8,6,2571,1.9,Unhealthy
9214,80.1,6.5,2651,2.9,Unhealthy
9985,79.9,5.8,2409,1.6,Unhealthy
9431,80.2,8.5,2521,1.6,Unhealthy
10066,80.4,8.7,2345,2,Unhealthy
9196,80,4.1,2142,1.1,Unhealthy
9590,79.6,7.7,2178,1.2,Unhealthy
9438,79.6,4.9,2424,1.9,Unhealthy
9696,79.6,5.7,2643,2.4,Unhealthy
9667,79.5,8.1,2695,2.1,Unhealthy
9648,79.7,6.1,2140,1.1,Unhealthy
9356,80.5,8.6,2537,1.6,Unhealthy
9893,79.9,5.2,2398,2.4,Unhealthy
9806,79.6,5.7,2552,2,Unhealthy
9597,79.7,8.8,2204,1.8,Unhealthy
9923,79.8,8.6,2411,1.6,Unhealthy
9400,80.5,4.7,2267,2.1,Unhealthy
9718,80.1,8.4,2163,1.9,Unhealthy
9849,80.4,8.9,2158,2.1,Unhealthy
10124,79.6,6.1,2226,1.2,Unhealthy
9726,79.5,6.2,2690,2.8,Unhealthy
9962,80,4.8,2288,2.8,Unhealthy
9372,80,6.8,2391,1.8,Unhealthy
9834,80.2,8,2706,2.4,Unhealthy
9558,80.4,4,2578,2.9,Unhealthy
9256,80.5,7.3,2269,2.9,Unhealthy
9229,80.4,4.4,2565,1.3,Unhealthy
9992,79.7,8.8,2124,2.9,Unhealthy
9210,79.8,7.2,2539,2.7,Unhealthy
9675,80.1,7.5,2160,2.7,Unhealthy
9915,80.5,6.6,2619,1.7,Unhealthy
9886,79.9,8.5,2230,2.3,Unhealthy
10039,80.1,6.5,2637,2.2,Unhealthy
10091,79.9,8,2411,2.7,Unhealthy
9589,80,7.2,2132,2.9,Unhealthy
9596,80.3,7.5,2581,2.4,Unhealthy
9696,80.3,6.9,2512,2.6,Unhealthy
9795,80,4.3,2654,1.8,Unhealthy
9711,80.2,6.4,2346,2.9,Unhealthy
9515,79.7,7.1,2355,2.8,Unhealthy
9957,80.2,6.5,2492,2.6,Unhealthy
10013,80.4,6.4,2694,2.8,Unhealthy
9147,79.8,8.2,2550,1.7,Unhealthy
10004,80.3,7,2422,2.4,Unhealthy
9898,80.2,7.7,2382,2.5,Unhealthy
9515,80.1,4.6,2316,1.6,Unhealthy
9432,79.9,5.6,2110,1.7,Unhealthy
9492,79.7,6.7,2670,1.5,Unhealthy
9961,79.7,8.9,2143,1.6,Unhealthy
9304,80.2,8,2422,1.7,Unhealthy
9223,79.9,6.4,2137,1.2,Unhealthy
9509,79.7,5.2,2470,2.2,Unhealthy
9748,80,5.2,2298,1.1,Unhealthy
9556,80.4,6.9,2108,2.2,Unhealthy
9492,80.2,4.7,2216,1.6,Unhealthy
9855,79.8,8.3,2271,1.3,Unhealthy
9175,79.6,4.4,2437,1.7,Unhealthy
9155,79.5,8.1,2382,3,Unhealthy
9434,79.5,8.2,2116,2.4,Unhealthy
9854,80,6.7,2641,2.6,Unhealthy
9347,79.9,5.6,2529,2.7,Unhealthy
9452,79.6,4.4,2668,1.3,Unhealthy
9982,79.7,4.9,2182,1.1,Unhealthy
9251,80.4,7.7,2609,2.8,Unhealthy
9491,80.5,8.5,2308,1.1,Unhealthy
9758,79.6,6.8,2361,1.7,Unhealthy
9232,80.2,6.5,2596,2,Unhealthy
9575,80,6.4,2342,2.3,Unhealthy
9379,79.9,7.6,2388,3,Unhealthy
9578,79.5,6.6,2614,1.2,Unhealthy
9529,80.2,7.1,2433,1.5,Unhealthy
9753,79.6,8.5,2547,2.1,Unhealthy
9121,80.4,5.2,2171,1.4,Unhealthy
9226,79.6,8.7,2195,2.4,Unhealthy
10087,80.2,5,2371,2.4,Unhealthy
10060,80.1,5.2,2460,1.9,Unhealthy
9583,79.9,8.9,2184,3,Unhealthy
9626,80.2,6,2356,1.7,Unhealthy
9238,79.8,6.9,2633,2.6,Unhealthy
9722,80.5,4.1,2650,1.6,Unhealthy
9845,79.5,6.2,2586,1.7,Unhealthy
9669,79.6,4.1,2182,1.1,Unhealthy
9725,80.1,8,2562,2.2,Unhealthy
9875,80.1,7.6,2312,2.6,Unhealthy
9428,79.7,5.2,2573,1.6,Unhealthy
9796,80,8.6,2185,1.2,Unhealthy
9187,79.7,6.4,2451,1.3,Unhealthy
9171,79.7,6.6,2145,1.7,Unhealthy
9423,80.5,6.7,2350,2.7,Unhealthy
9302,79.9,5.5,2674,2.9,Unhealthy
9253,79.7,6.6,2537,1.3,Unhealthy
9289,79.8,7.9,2520,2.3,Unhealthy
9555,79.9,7.1,2268,1,Unhealthy
9937,79.6,6.3,2551,2.4,Unhealthy
9159,79.7,8.3,2169,1.5,Unhealthy
10041,80.2,7.5,2232,1.9,Unhealthy
9415,79.5,5.5,2689,1.1,Unhealthy
9385,79.6,7.6,2411,2.5,Unhealthy
9242,79.8,6.6,2245,1.4,Unhealthy
9376,79.9,4.5,2437,1.7,Unhealthy
9441,80.4,5.9,2486,1.8,Unhealthy
9776,80.3,7.1,2130,2.3,Unhealthy
9330,80.1,6.5,2211,1.4,Unhealthy
9688,80.3,8.9,2164,1.9,Unhealthy
9302,80.1,6.9,2235,1.3,Unhealthy
9159,80.3,5.1,2312,2.7,Unhealthy
9351,80.5,5.6,2655,1.7,Unhealthy
9857,80.3,4,2211,2.7,Unhealthy
9238,80.7,5.9,2423,2.3,Unhealthy
9758,80.5,6.2,2124,1.9,Unhealthy
9621,81.2,8.8,2504,1.8,Unhealthy
9161,81.1,6.3,2207,2.2,Unhealthy
9428,81,5.1,2432,2,Unhealthy
9128,80.5,5.4,2264,2.4,Unhealthy
10087,81.2,7.8,2557,1.2,Unhealthy
9510,80.8,5.4,2190,1.2,Unhealthy
10027,81,6.9,2130,1.3,Unhealthy
10002,80.5,4.5,2105,2.1,Unhealthy
10080,81,8.5,2478,2,Unhealthy
9487,80.8,5.7,2188,2.9,Unhealthy
9357,81.3,4.2,2267,1.1,Unhealthy
9226,80.7,6.3,2135,2.3,Unhealthy
9302,80.9,7.4,2568,2.1,Unhealthy
9815,81.2,4.4,2160,2.8,Unhealthy
9530,80.7,5.4,2611,2.8,Unhealthy
10031,80.8,5.2,2364,2.5,Unhealthy
9190,81.1,6.5,2233,2.3,Unhealthy
9868,81.2,5.6,2200,2.6,Unhealthy
9194,80.9,7.6,2671,1.6,Unhealthy
9622,81.3,6.5,2277,1,Unhealthy
9934,80.6,6.2,2435,2.2,Unhealthy
9829,81.3,8.8,2586,2.8,Unhealthy
9829,81,5.9,2381,2.9,Unhealthy
9925,80.8,7.3,2494,2.2,Unhealthy
9789,81.2,8.8,2267,1.3,Unhealthy
9137,81.2,8.7,2127,2.8,Unhealthy
9290,81.3,4,2236,1.8,Unhealthy
9925,81.2,6.2,2252,2.4,Unhealthy
9671,81.3,6,2113,1.7,Unhealthy
9971,80.9,7.5,2514,2.8,Unhealthy
9970,80.6,8.1,2212,2.6,Unhealthy
9952,80.6,8.8,2335,2.5,Unhealthy
9990,81.4,4.3,2679,2.5,Unhealthy
9980,80.7,5,2096,1.6,Unhealthy
10007,80.6,7.9,2382,2.5,Unhealthy
9188,80.8,4.5,2139,1.8,Unhealthy
9393,80.5,7.1,2130,2.2,Unhealthy
9222,81.1,5.1,2436,3,Unhealthy
9994,80.6,7.6,2169,1.8,Unhealthy
9602,81.2,6.9,2288,1.4,Unhealthy
9333,81.4,8.7,2581,1.7,Unhealthy
9309,80.9,6.3,2638,1.1,Unhealthy
10025,80.9,6.5,2528,2.9,Unhealthy
9933,81.1,8.7,2590,1.6,Unhealthy
9111,81.4,7.3,2468,2.8,Unhealthy
9670,81.1,5.2,2668,2.7,Unhealthy
9451,81.3,4.5,2625,1.6,Unhealthy
10042,81.4,6.2,2275,2.6,Unhealthy
9255,80.7,6.7,2364,2.2,Unhealthy
9535,80.9,5.3,2126,2.3,Unhealthy
9950,81.2,6.3,2112,1.2,Unhealthy
9138,81.1,8.7,2317,2.8,Unhealthy
9915,80.8,5.3,2460,3,Unhealthy
9951,81,7.8,2094,1.6,Unhealthy
9337,80.9,5.5,2277,1.3,Unhealthy
9962,81,8.8,2473,1.9,Unhealthy
9184,81.3,8,2175,1.2,Unhealthy
9521,80.7,8.2,2479,1.3,Unhealthy
9367,81.4,5.7,2207,2.6,Unhealthy
10039,81,6.8,2610,2.4,Unhealthy
9214,81,4.7,2497,1.6,Unhealthy
9630,81,7.8,2614,2.4,Unhealthy
9145,81.3,5,2216,1.3,Unhealthy
9878,81.4,7.1,2379,2.9,Unhealthy
9227,80.9,8.8,2330,1.5,Unhealthy
9199,80.7,5.1,2636,2.2,Unhealthy
9295,81,6.4,2227,1.4,Unhealthy
9647,81.4,8.9,2316,1.1,Unhealthy
9809,80.7,5.2,2380,1.7,Unhealthy
9468,81.4,4.1,2096,2.3,Unhealthy
9595,80.6,7.7,2385,2.4,Unhealthy
9732,81.1,8.3,2249,1.3,Unhealthy
9883,81.4,4.9,2668,1.6,Unhealthy
9887,81,5.6,2450,2.2,Unhealthy
9896,80.8,8.8,2393,2.6,Unhealthy
10003,80.9,8.2,2682,2.2,Unhealthy
9068,81.2,4.8,2369,1.6,Unhealthy
9582,81.5,7.5,2499,1.1,Unhealthy
9263,80.6,5,2129,1.7,Unhealthy
9195,81.4,5.6,2392,1.9,Unhealthy
9194,81.1,4.6,2529,2.8,Unhealthy
9699,81.4,5.4,2425,1.3,Unhealthy
9210,81.3,6.8,2274,1.5,Unhealthy
9756,80.8,6.7,2263,1.9,Unhealthy
9479,81.1,5.9,2108,2.6,Unhealthy
9163,81.2,8,2684,1.7,Unhealthy
9462,81.1,5.8,2499,2.5,Unhealthy
9933,81.5,8.3,2280,2.1,Unhealthy
10034,80.9,6.8,2538,2.6,Unhealthy
9555,81.3,5.1,2505,2.2,Unhealthy
9679,81.4,6.7,2619,1.6,Unhealthy
9658,81.2,5.8,2545,2.2,Unhealthy
9941,81.4,7.2,2404,1.7,Unhealthy
9662,80.9,8,2140,2.4,Unhealthy
9737,80.7,8.4,2665,1.3,Unhealthy
9582,81.4,5.8,2602,2.2,Unhealthy
9115,81.3,4.6,2479,1.8,Unhealthy
9065,80.8,8.1,2157,2.9,Unhealthy
9628,81.4,8.8,2156,1.1,Unhealthy
9094,81.1,5.5,2470,2.2,Unhealthy
9307,81,5.7,2415,2,Unhealthy
9228,81.2,9,2660,2.1,Unhealthy
9200,81,6.4,2219,2.1,Unhealthy
9781,80.6,6.8,2264,1,Unhealthy
9529,81,4.3,2631,2.9,Unhealthy
9863,81.4,6.5,2447,3,Unhealthy
9653,81,7.2,2634,1.2,Unhealthy
9880,80.6,4.6,2569,2.4,Unhealthy
9915,80.5,5.9,2614,2.2,Unhealthy
9269,81.2,8.6,2153,2,Unhealthy
9211,80.8,6.5,2257,2.9,Unhealthy
9983,80.9,5,2521,2,Unhealthy
9866,81.2,6.6,2585,1.3,Unhealthy
9602,81.3,4.2,2480,2.9,Unhealthy
9358,80.8,7.4,2217,1.3,Unhealthy
9689,81,6.5,2464,1.4,Unhealthy
9737,81.4,6.5,2494,1.9,Unhealthy
9766,81.3,8.8,2356,1.7,Unhealthy
9898,81.5,5.3,2513,2.1,Unhealthy
9444,80.8,5.4,2397,1.9,Unhealthy
9680,81.2,6.7,2603,1.7,Unhealthy
9085,80.9,5.4,2299,2.6,Unhealthy
9060,80.7,4.7,2305,2.4,Unhealthy
9051,80.9,7.3,2432,1.3,Unhealthy
9201,80.9,4.8,2201,1.2,Unhealthy
9878,81.3,8.1,2457,1.3,Unhealthy
9480,81.1,7,2662,2.7,Unhealthy
9785,80.8,6.2,2326,1.4,Unhealthy
9910,81,5.3,2531,2.1,Unhealthy
9249,81.3,6.3,2622,2.1,Unhealthy
9450,81,6.8,2228,2.2,Unhealthy
9577,80.7,4.7,2341,2.6,Unhealthy
9072,81.4,7.2,2574,1.3,Unhealthy
9483,80.9,7.3,2414,1.1,Unhealthy
9646,81,5.9,2407,2.2,Unhealthy
9466,81.4,4.5,2197,1.2,Unhealthy
9912,81.4,5.6,2490,1.5,Unhealthy
9975,81,4.1,2362,1.7,Unhealthy
9484,80.9,9,2649,1.3,Unhealthy
9272,80.7,6.9,2404,1.1,Unhealthy
9825,80.9,4,2203,1.1,Unhealthy
9703,81.3,5.3,2484,2.1,Unhealthy
9411,81,5.4,2529,2.5,Unhealthy
9093,81.3,4.7,2273,1.7,Unhealthy
9239,81.4,7.6,2090,1.1,Unhealthy
9514,81.3,5.4,2321,1.1,Unhealthy
9132,80.7,6,2238,2,Unhealthy
9290,81,5.4,2632,2.8,Unhealthy
9338,80.6,4,2502,2.6,Unhealthy
9763,81.4,7,2520,2,Unhealthy
9829,80.8,5.3,2194,1.2,Unhealthy
9263,81,6.5,2103,2.8,Unhealthy
9762,80.8,7.7,2629,1.2,Unhealthy
9584,80.5,8.2,2092,2,Unhealthy
9330,81.1,7.1,2400,2.3,Unhealthy
9350,80.6,4.9,2273,1.1,Unhealthy
9484,81.3,8,2447,1.6,Unhealthy
9765,80.7,8.3,2446,2,Unhealthy
9454,80.5,8.9,2170,2.1,Unhealthy
9738,80.5,6.2,2091,1.5,Unhealthy
9320,80.8,4.5,2193,2.2,Unhealthy
9633,80.8,8.2,2591,2.5,Unhealthy
9355,80.7,4.7,2245,1.3,Unhealthy
9598,80.9,6.7,2503,2.9,Unhealthy
9699,80.8,8.2,2519,1.6,Unhealthy
9162,80.5,6.1,2250,2.6,Unhealthy
9175,81.5,8.3,2364,1.8,Unhealthy
9945,81.4,7.2,2563,1.3,Unhealthy
9230,81,7.1,2445,1.9,Unhealthy
9337,81.4,7.6,2571,2,Unhealthy
9091,81.1,4.7,2351,1.5,Unhealthy
9169,81.1,7.3,2528,1.6,Unhealthy
9526,81.4,5.5,2648,2.6,Unhealthy
9888,80.9,8.5,2636,2.9,Unhealthy
9632,81.4,5.3,2534,2.3,Unhealthy
9029,81.2,8.1,2520,1.3,Unhealthy
9900,81.3,7.1,2201,1.1,Unhealthy
9659,80.6,7.6,2493,2.9,Unhealthy
9427,81.1,6.4,2276,2.4,Unhealthy
9382,80.8,4,2540,2.2,Unhealthy
9180,81.2,6.4,2175,1.1,Unhealthy
9594,80.7,8.8,2622,2.1,Unhealthy
9308,81.5,5.7,2185,2.3,Unhealthy
9155,80.7,8.2,2302,2.5,Unhealthy
9872,80.5,5.3,2091,2.7,Unhealthy
9148,80.6,6.1,2405,1.2,Unhealthy
9024,80.9,6.3,2237,2.4,Unhealthy
9592,80.6,4.4,2633,2.4,Unhealthy
9906,81.3,6.6,2362,1.8,Unhealthy
9360,80.5,5.1,2156,1.3,Unhealthy
9097,81.1,4.9,2088,2.8,Unhealthy
9759,80.8,7,2093,1.3,Unhealthy
10000,80.5,8.3,2132,2.7,Unhealthy
9284,80.7,6.3,2589,2.4,Unhealthy
9554,80.5,7.8,2206,1.6,Unhealthy
9844,80.5,7.7,2525,2.8,Unhealthy
9847,80.8,4.1,2527,3,Unhealthy
9235,80.6,7.9,2122,2.8,Unhealthy
9101,80.8,4.7,2168,2.5,Unhealthy
9557,80.6,7.6,2566,2.2,Unhealthy
9186,80.9,5.5,2569,2.1,Unhealthy
9846,81.2,5.4,2654,1.1,Unhealthy
9822,81.2,8.1,2538,1.2,Unhealthy
9165,80.7,8.5,2288,2.1,Unhealthy
9754,81,4.6,2366,1.7,Unhealthy
9458,81,6.6,2299,2.6,Unhealthy
9231,80.8,8,2452,1.1,Unhealthy
9666,81.3,8.6,2164,2.9,Unhealthy
10001,81.1,6.4,2609,2.4,Unhealthy
9417,80.5,6.1,2434,2.7,Unhealthy
9450,80.6,7.5,2530,2.9,Unhealthy
9607,81.1,6.2,2603,2.8,Unhealthy
9851,81,8.5,2539,1.3,Unhealthy
9333,81.3,7.6,2395,2.1,Unhealthy
9441,80.8,8.1,2429,1.7,Unhealthy
9510,80.6,8.8,2594,1.1,Unhealthy
9001,80.5,4.2,2524,1.6,Unhealthy
9059,80.6,5.6,2589,1.2,Unhealthy
9253,80.8,6.3,2274,1.4,Unhealthy
9687,80.5,8,2441,2.7,Unhealthy
9855,80.6,6.4,2263,2,Unhealthy
9430,80.7,7.6,2476,1.2,Unhealthy
9160,80.6,4.4,2323,1.6,Unhealthy
9875,80.8,5.7,2491,1.8,Unhealthy
9118,81.1,8.6,2253,2.7,Unhealthy
9032,81.4,5.8,2196,1.6,Unhealthy
9400,81.2,5.9,2472,1.5,Unhealthy
9322,80.9,6.5,2496,2.8,Unhealthy
9387,81.1,4.1,2343,2.4,Unhealthy
9257,80.9,6.5,2288,3,Unhealthy
9536,80.6,8.1,2445,2.2,Unhealthy
9400,81,6.5,2671,1.5,Unhealthy
9562,81.4,8.5,2182,1.5,Unhealthy
9976,81.4,6.9,2421,1.5,Unhealthy
9395,81.3,6.6,2596,2.6,Unhealthy
9789,81.5,6.3,2556,1.9,Unhealthy
9603,81.1,5.7,2174,2.2,Unhealthy
9165,81.5,8.4,2203,3,Unhealthy
9041,80.7,5.1,2533,2.9,Unhealthy
9696,81.4,4.5,2272,2.7,Unhealthy
9894,81,8.5,2344,1.1,Unhealthy
9844,80.8,5.7,2290,1.5,Unhealthy
9597,81.4,7.9,2605,2.9,Unhealthy
9020,80.8,6.6,2498,2.8,Unhealthy
9481,80.7,5.2,2256,2.5,Unhealthy
9818,80.7,4.5,2285,1.7,Unhealthy
9212,81,5.1,2427,1,Unhealthy
9069,81,8.1,2218,2.8,Unhealthy
9323,81.3,6.7,2206,2,Unhealthy
